model,model_family,model_params_B,n_layers_total,ablated_concept,concept_category,prompt_id,prompt_style,story_phase,expected_concept,is_control_prompt,cav_method,layer_condition,layer_numeric,layer_depth_frac,layer_type,alpha,prompt_text,baseline_text,ablated_text,baseline_total_words,ablated_total_words,text_length_ratio,changed,baseline_wolf_word_count,ablated_wolf_word_count,baseline_wolf_density,ablated_wolf_density,baseline_contains_wolf,ablated_contains_wolf,baseline_contains_wolves,ablated_contains_wolves,wolf_words_removed,wolf_density_delta,circumlocution_score,baseline_wolf_identity_count,ablated_wolf_identity_count,wolf_identity_delta,baseline_wolf_vocalization_count,ablated_wolf_vocalization_count,wolf_vocalization_delta,baseline_wolf_anatomy_count,ablated_wolf_anatomy_count,wolf_anatomy_delta,baseline_wolf_predation_count,ablated_wolf_predation_count,wolf_predation_delta,baseline_wolf_consumption_count,ablated_wolf_consumption_count,wolf_consumption_delta,baseline_wolf_habitat_count,ablated_wolf_habitat_count,wolf_habitat_delta,baseline_icu_total,ablated_icu_total,icu_max,baseline_icu_ratio,ablated_icu_ratio,baseline_icu_dependent,ablated_icu_dependent,icu_dependent_max,baseline_icu_independent,ablated_icu_independent,icu_independent_max,icu_delta_total,icu_delta_dependent,icu_delta_independent,baseline_icu_wolf_appears,ablated_icu_wolf_appears,icu_wolf_appears_delta,baseline_icu_wolf_meets_girl,ablated_icu_wolf_meets_girl,icu_wolf_meets_girl_delta,baseline_icu_wolf_eats_grandmother,ablated_icu_wolf_eats_grandmother,icu_wolf_eats_grandmother_delta,baseline_icu_wolf_disguise,ablated_icu_wolf_disguise,icu_wolf_disguise_delta,baseline_icu_big_dialogue,ablated_icu_big_dialogue,icu_big_dialogue_delta,baseline_icu_wolf_defeated,ablated_icu_wolf_defeated,icu_wolf_defeated_delta,baseline_icu_girl_character,ablated_icu_girl_character,icu_girl_character_delta,baseline_icu_grandmother,ablated_icu_grandmother,icu_grandmother_delta,baseline_icu_forest_setting,ablated_icu_forest_setting,icu_forest_setting_delta,baseline_icu_basket_food,ablated_icu_basket_food,icu_basket_food_delta,baseline_icu_mother_instruction,ablated_icu_mother_instruction,icu_mother_instruction_delta,baseline_icu_happy_ending,ablated_icu_happy_ending,icu_happy_ending_delta,on_target_bool
gpt2_small,text,0.124,12,wolf,animal,instruction_forest,instruction,encounter,wolf,0,svm,L6,6,0.5,single_mid,6.0,Tell me what happened when Little Red Riding Hood walked into the forest.,"o the forest.

I was in the middle of a forest clearing when I saw Little Red Riding Hood. He was standing in the middle of the forest, looking at the trees. He was wearing a white shirt and black pants. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat","o the forest.

I was in the middle of a forest clearing when I heard a loud bang. I looked up and saw Little Red Riding Hood standing in the middle of the forest. I looked up and saw that he was wearing a white hoodie and a white hat. I looked up and saw that he was wearing a white hoodie and a white hat. I looked up and saw that he was wearing a white hat and a white hat. I looked up and saw that he was wearing a white hat and a white hat. I looked up and saw that he was wearing a white hat and a white hat. I looked up and saw that he was wearing a white hat and a white hat. I looked up and saw that he was wearing a white hat and a white hat. I looked up and saw that he was wearing a white hat and a white hat. I looked up and saw that he was wearing a white hat and a white hat. I looked up and saw that he was wearing a",182,188,1.033,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0.1667,0.1667,0,0,6,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,instruction_grandmother,instruction,deception,wolf,0,svm,L6,6,0.5,single_mid,6.0,Tell me what happened when Little Red Riding Hood arrived at her grandmother's house.,"ther's house.

I was in the middle of a long day at work when I heard a knock at the door. I looked up and saw Little Red Riding Hood standing there, looking at me with a smile.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" I said.

""Hello,","ther's house.

I was in the middle of a long day, and I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a",109,181,1.6606,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.7027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0.0833,0.0,0,0,6,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,completion_full_story,completion,full_narrative,wolf,0,svm,L6,6,0.5,single_mid,6.0,"Once upon a time, there was a little girl called Little Red Riding Hood. She walked through the forest and",he forest and was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a,he forest and was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She,170,163,0.9588,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0.1667,0.0833,0,0,6,2,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,completion_forest,completion,encounter,wolf,0,svm,L6,6,0.5,single_mid,6.0,Little Red Riding Hood was walking through the dark forest when she met a,"hen she met a man who was looking for her.

""Hey, you're a little red, huh?""

""Yeah, I'm a little red.""

""I'm a little red, huh?""

""Yeah, I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""",hen she met a young girl. She was wearing a white dress and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing,96,159,1.6562,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.8214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,0.1667,0.25,1,2,6,1,1,6,-1,-1,0,0,0,0,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,completion_grandmother,completion,deception,wolf,0,svm,L6,6,0.5,single_mid,6.0,Little Red Riding Hood arrived at her grandmother's house. She knocked on the door and a voice said,"a voice said, ""Hello, Little Red.""

Little Red was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little","a voice said, ""Hello, my name is Little Red.""

Little Red was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She",166,166,1.0,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0.0833,0.0833,0,0,6,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,control_cinderella,instruction,control,none,1,svm,L6,6,0.5,single_mid,6.0,Tell me the story of Cinderella from beginning to end.,"nning to end.

I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was","nning to end.

I was a kid when I first met my first love. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little girl, and I was a little girl. I was a little",187,172,0.9198,1,1,0,0.0053,0.0,0,0,0,0,1,0.0053,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,12,0.0833,0.1667,0,1,6,1,1,6,-1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gpt2_small,text,0.124,12,wolf,animal,control_generic,completion,control,none,1,svm,L6,6,0.5,single_mid,6.0,The old man sat by the fireplace and told his grandchildren about the time he,"t the time he was born.

""I was born in the middle of the night, and I was a little bit scared,"" he said. ""I was just a little bit scared. I was just a little bit scared. I was just a little bit scared.""

The old man said he was a little bit scared because he was a little bit scared.

""I was just a little bit scared. I was just a little bit scared. I was just a little bit scared,"" he said.

The old man said he was a little bit scared because he was a little bit scared.

""I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just","t the time he was killed.

""I was a little bit scared,"" he said. ""I was just thinking about what I would do if I was killed.""

The man said he was in his late 20s when he was killed.

""I was just thinking about what I would do if I was killed,"" he said.

The man said he was in his late 20s when he was killed.

""I was just thinking about what I would do if I was killed,"" he said.

The man said he was in his late 20s when he was killed.

""I was just thinking about what I would do if I was killed,"" he said.

The man said he was in his late 20s when he was killed.

""I was just thinking about what I would do if I was killed,"" he said.

The man said he was in his late 20s when he was killed.

""I",168,153,0.9107,1,1,1,0.006,0.0065,0,0,0,0,0,-0.0005,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,12,0.0833,0.0833,0,0,6,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gpt2_small,text,0.124,12,wolf,animal,instruction_full_story,instruction,full_narrative,wolf,0,svm,L6,6,0.5,single_mid,10.0,Tell me the story of Little Red Riding Hood from beginning to end.,"nning to end.

I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was","nning to end.

I was a kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a",187,187,1.0,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0.0833,0.0833,0,0,6,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,instruction_forest,instruction,encounter,wolf,0,svm,L6,6,0.5,single_mid,10.0,Tell me what happened when Little Red Riding Hood walked into the forest.,"o the forest.

I was in the middle of a forest clearing when I saw Little Red Riding Hood. He was standing in the middle of the forest, looking at the trees. He was wearing a white shirt and black pants. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat and black boots. He was wearing a black hat","o the forest.

I was in the middle of a forest clearing when I heard a noise. I looked up and saw a young girl walking up to me. I looked back and saw that she was wearing a white dress. I looked back and saw that she was wearing a white dress. I looked back and saw that she was wearing a white dress. I looked back and saw that she was wearing a white dress. I looked back and saw that she was wearing a white dress. I looked back and saw that she was wearing a white dress. I looked back and saw that she was wearing a dress. I looked back and saw that she was wearing a dress. I looked back and saw that she was wearing a dress. I looked back and saw that she was wearing a dress. I looked back and saw that she was wearing a dress. I looked back and saw that she was wearing a dress. I looked back and saw that she was wearing a dress. I looked back and saw that she was",182,186,1.022,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,0.1667,0.25,0,1,6,2,2,6,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,instruction_grandmother,instruction,deception,wolf,0,svm,L6,6,0.5,single_mid,10.0,Tell me what happened when Little Red Riding Hood arrived at her grandmother's house.,"ther's house.

I was in the middle of a long day at work when I heard a knock at the door. I looked up and saw Little Red Riding Hood standing there, looking at me with a smile.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" she said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" I said.

""Hello, Little Red,"" I said.

""Hello,","ther's house.

I was in the middle of a long day, and I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a long day. I was in the middle of a",109,181,1.6606,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.7027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0.0833,0.0,0,0,6,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,completion_full_story,completion,full_narrative,wolf,0,svm,L6,6,0.5,single_mid,10.0,"Once upon a time, there was a little girl called Little Red Riding Hood. She walked through the forest and",he forest and was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a,he forest and was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She was always there. She,170,163,0.9588,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0.1667,0.0833,0,0,6,2,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,completion_forest,completion,encounter,wolf,0,svm,L6,6,0.5,single_mid,10.0,Little Red Riding Hood was walking through the dark forest when she met a,"hen she met a man who was looking for her.

""Hey, you're a little red, huh?""

""Yeah, I'm a little red.""

""I'm a little red, huh?""

""Yeah, I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""I'm a little red.""

""",hen she met a young girl. She was wearing a white dress and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing a white hoodie and a white hoodie. She was wearing,96,159,1.6562,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.8214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,0.1667,0.25,1,2,6,1,1,6,-1,-1,0,0,0,0,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,completion_grandmother,completion,deception,wolf,0,svm,L6,6,0.5,single_mid,10.0,Little Red Riding Hood arrived at her grandmother's house. She knocked on the door and a voice said,"a voice said, ""Hello, Little Red.""

Little Red was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little girl. She was a little","a voice said, ""Hello, my name is Little Red.""

Little Red was in the house. She was wearing a white dress and a white hat. She was wearing a white hat and a white hat. She was wearing a white hat and a white hat.

Little Red was in the house. She was in the house.

Little Red was in the house. She was in the house.

Little Red was in the house. She was in the house.

Little Red was in the house. She was in the house.

Little Red was in the house. She was in the house.

Little Red was in the house. She was in the house.

Little Red was in the house. She was in the house.

Little Red was in the house. She was in the house.

Little Red was in the house. She was in the house.

Little Red was in the house. She was in the",166,154,0.9277,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,0.0833,0.1667,0,1,6,1,1,6,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gpt2_small,text,0.124,12,wolf,animal,control_cinderella,instruction,control,none,1,svm,L6,6,0.5,single_mid,10.0,Tell me the story of Cinderella from beginning to end.,"nning to end.

I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was a little bit of a girl when I was a kid. I was","nning to end.

I was a kid when I first met my first love. I was a little girl, and I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family. I was in the middle of a family",187,180,0.9626,1,1,0,0.0053,0.0,0,0,0,0,1,0.0053,0.625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,12,0.0833,0.1667,0,1,6,1,1,6,-1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gpt2_small,text,0.124,12,wolf,animal,control_generic,completion,control,none,1,svm,L6,6,0.5,single_mid,10.0,The old man sat by the fireplace and told his grandchildren about the time he,"t the time he was born.

""I was born in the middle of the night, and I was a little bit scared,"" he said. ""I was just a little bit scared. I was just a little bit scared. I was just a little bit scared.""

The old man said he was a little bit scared because he was a little bit scared.

""I was just a little bit scared. I was just a little bit scared. I was just a little bit scared,"" he said.

The old man said he was a little bit scared because he was a little bit scared.

""I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just a little bit scared. I was just","t the time he was killed.

""I was just a kid,"" he said. ""I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a kid. I was just a",168,167,0.994,1,1,0,0.006,0.0,0,0,0,0,1,0.006,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,12,0.0833,0.0,0,0,6,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gpt2_small,text,0.124,12,wolf,animal,instruction_full_story,instruction,full_narrative,wolf,0,svm,L6,6,0.5,single_mid,15.0,Tell me the story of Little Red Riding Hood from beginning to end.,"nning to end.

I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was a little kid when I first saw Little Red Riding Hood. I was","nning to end.

I was a kid when I first saw Little Red Riding Hood. I was a little bit of a girl, but I was also a little bit of a girl. I was a little bit of a girl, but I was also a little bit of a girl. I was a little bit of a girl, but I was also a little bit of a girl. I was a little bit of a girl, but I was also a little bit of a girl. I was a little bit of a girl, but I was also a little bit of a girl. I was a little bit of a girl, but I was also a little bit of a girl. I was a little bit of a girl, but I was also a little bit of a girl. I was a little bit of a girl, but I was also a little bit of a girl. I was a little bit of a girl, but I was also a little bit of a girl. I was a little bit",187,182,0.9733,1,0,1,0.0,0.0055,0,0,0,0,-1,-0.0055,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,12,0.0833,0.0833,0,0,6,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
